country,year,yield_tons_ha,avg_temp,total_rainfall,avg_humidity,avg_solar,country_encoded
Mexico,2007,5.0824,17.13191780821918,430.61,51.3271506849315,21.843260273972604,12
Mexico,2008,5.0134,16.80855191256831,477.34,49.55008196721312,22.030928961748632,12
Mexico,2009,4.9688,17.585616438356166,398.16,49.97441095890411,22.148958904109588,12
Mexico,2010,5.4185,16.463972602739727,379.68,49.41671232876712,22.438849315068495,12
Mexico,2011,5.4778,18.17504109589041,206.76,40.7092602739726,23.189890410958903,12
Mexico,2012,5.6568000000000005,17.895109289617487,254.6,46.15786885245901,21.881612021857922,12
Mexico,2013,5.293399999999999,17.344109589041096,482.03000000000003,50.84043835616438,21.427342465753423,12
Mexico,2014,5.1935,17.145643835616436,423.6,51.704,22.004602739726028,12
Mexico,2015,4.525600000000001,16.99082191780822,649.29,59.720328767123284,20.53008219178082,12
Mexico,2016,5.3388,17.199398907103824,442.99,52.612459016393444,21.539535519125685,12
Mexico,2017,5.2966999999999995,17.757506849315067,428.51,50.44465753424657,22.236657534246575,12
Mexico,2018,5.4373000000000005,17.483643835616437,536.46,54.53304109589041,21.676794520547944,12
Mexico,2019,5.5308,18.514931506849315,352.93,48.850273972602736,22.19876712328767,12
Mexico,2020,5.3212,18.187295081967214,298.05,47.666311475409834,22.444234972677595,12
Mexico,2021,5.9944,17.795260273972605,495.4,49.99235616438356,22.07498630136986,12
